event_id,timestamp,camera_id,species_key,common_name,confidence,confidence_calibrated,temporal_prior,softmax_entropy,review_required,burst_group_id,antler_classification
IE-CAM-O02-armadillo-001054,2025-09-11T21:33:41,CAM-O02,armadillo,Nine-banded Armadillo,0.877,0.8353,0.8066,0.488,False,BG-CAM-O02-20250911213341,
IE-CAM-F01-feral_hog-000090,2025-09-12T00:18:48,CAM-F01,feral_hog,Feral Hog,0.8452,0.7984,0.986,0.5049,False,BG-CAM-F01-20250912001848,
IE-CAM-R02-feral_hog-002374,2025-09-12T01:21:22,CAM-R02,feral_hog,Feral Hog,0.8334,0.785,0.9965,0.521,False,BG-CAM-R02-20250912012122,
IE-CAM-O02-feral_hog-001107,2025-09-12T02:44:35,CAM-O02,feral_hog,Feral Hog,0.9424,0.9162,0.9186,0.3148,False,BG-CAM-O02-20250912024435,
IE-CAM-P01-white_tailed_deer-001462,2025-09-12T04:12:03,CAM-P01,white_tailed_deer,White-tailed Deer,0.8515,0.8056,0.9392,0.5031,False,BG-CAM-P01-20250912041203,buck
IE-CAM-P03-white_tailed_deer-002045,2025-09-12T05:48:23,CAM-P03,white_tailed_deer,White-tailed Deer,0.9157,0.8822,0.994,0.3641,False,BG-CAM-P03-20250912054823,doe
IE-CAM-W01-white_tailed_deer-003297,2025-09-12T07:33:25,CAM-W01,white_tailed_deer,White-tailed Deer,0.9094,0.8744,0.9866,0.3814,False,BG-CAM-W01-20250912073325,buck
IE-CAM-F01-turkey-000234,2025-09-12T08:35:38,CAM-F01,turkey,Wild Turkey,0.9085,0.8732,0.9912,0.3825,False,BG-CAM-F01-20250912083538,
IE-CAM-R02-turkey-002424,2025-09-12T08:40:41,CAM-R02,turkey,Wild Turkey,0.9195,0.8869,0.9885,0.3561,False,BG-CAM-R02-20250912084041,
IE-CAM-T02-turkey-002925,2025-09-12T10:19:54,CAM-T02,turkey,Wild Turkey,0.9068,0.8711,0.87,0.4173,False,BG-CAM-T02-20250912101954,
IE-CAM-T02-feral_hog-002858,2025-09-12T15:50:12,CAM-T02,feral_hog,Feral Hog,0.8777,0.8361,0.3221,0.6062,True,BG-CAM-T02-20250912155012,
IE-CAM-O02-white_tailed_deer-001196,2025-09-12T18:01:50,CAM-O02,white_tailed_deer,White-tailed Deer,0.917,0.8838,0.9971,0.3601,False,BG-CAM-O02-20250912180150,buck
IE-CAM-R02-white_tailed_deer-002490,2025-09-12T18:30:58,CAM-R02,white_tailed_deer,White-tailed Deer,0.9096,0.8746,1.0,0.3775,False,BG-CAM-R02-20250912183058,doe
IE-CAM-T02-white_tailed_deer-003020,2025-09-12T19:07:39,CAM-T02,white_tailed_deer,White-tailed Deer,0.9362,0.9082,0.9953,0.3081,False,BG-CAM-T02-20250912190739,doe
IE-CAM-O01-white_tailed_deer-001018,2025-09-12T20:06:20,CAM-O01,white_tailed_deer,White-tailed Deer,0.9317,0.9024,0.9695,0.329,False,BG-CAM-O01-20250912200620,doe
IE-CAM-W01-feral_hog-003146,2025-09-12T23:37:04,CAM-W01,feral_hog,Feral Hog,0.8765,0.8347,0.947,0.4592,False,BG-CAM-W01-20250912233704,
IE-CAM-F01-white_tailed_deer-000318,2025-09-13T00:36:02,CAM-F01,white_tailed_deer,White-tailed Deer,0.9558,0.9341,0.7233,0.3469,False,BG-CAM-F01-20250913003602,doe
IE-CAM-F01-raccoon-000188,2025-09-13T04:21:02,CAM-F01,raccoon,Raccoon,0.8594,0.8147,0.5944,0.5584,False,BG-CAM-F01-20250913042102,
IE-CAM-P03-feral_hog-001848,2025-09-13T04:51:28,CAM-P03,feral_hog,Feral Hog,0.9062,0.8704,0.6805,0.469,False,BG-CAM-P03-20250913045128,
IE-CAM-T02-bobcat-002785,2025-09-13T06:25:09,CAM-T02,bobcat,Bobcat,0.8566,0.8114,0.9967,0.4848,False,BG-CAM-T02-20250913062509,
IE-CAM-F03-coyote-000638,2025-09-13T07:23:06,CAM-F03,coyote,Coyote,0.8378,0.79,0.9928,0.5151,False,BG-CAM-F03-20250913072306,
IE-CAM-P01-white_tailed_deer-001463,2025-09-13T08:28:16,CAM-P01,white_tailed_deer,White-tailed Deer,0.9264,0.8956,0.9547,0.3478,False,BG-CAM-P01-20250913082816,buck
IE-CAM-R02-feral_hog-002375,2025-09-13T15:00:50,CAM-R02,feral_hog,Feral Hog,0.8732,0.8308,0.3115,0.613,True,BG-CAM-R02-20250913150050,
IE-CAM-R02-bobcat-002315,2025-09-13T18:26:31,CAM-R02,bobcat,Bobcat,0.8498,0.8036,0.994,0.4964,False,BG-CAM-R02-20250913182631,
IE-CAM-F01-feral_hog-000091,2025-09-13T22:07:13,CAM-F01,feral_hog,Feral Hog,0.8703,0.8274,0.7973,0.5007,False,BG-CAM-F01-20250913220713,
IE-CAM-W01-opossum-003194,2025-09-13T23:25:16,CAM-W01,opossum,Virginia Opossum,0.7557,0.7006,0.993,0.611,True,BG-CAM-W01-20250913232516,
IE-CAM-F03-raccoon-000788,2025-09-14T00:09:37,CAM-F03,raccoon,Raccoon,0.8887,0.8492,0.9993,0.4242,False,BG-CAM-F03-20250914000937,
IE-CAM-W01-opossum-003195,2025-09-14T03:07:54,CAM-W01,opossum,Virginia Opossum,0.7637,0.709,0.8247,0.6201,True,BG-CAM-W01-20250914030754,
IE-CAM-F01-white_tailed_deer-000319,2025-09-14T05:34:53,CAM-F01,white_tailed_deer,White-tailed Deer,0.8976,0.8599,0.9894,0.4076,False,BG-CAM-F01-20250914053453,buck
IE-CAM-F03-white_tailed_deer-000877,2025-09-14T06:36:52,CAM-F03,white_tailed_deer,White-tailed Deer,0.9524,0.9295,0.9999,0.255,False,BG-CAM-F03-20250914063652,buck
IE-CAM-R01-white_tailed_deer-002274,2025-09-14T07:28:17,CAM-R01,white_tailed_deer,White-tailed Deer,0.9483,0.924,0.9886,0.2728,False,BG-CAM-R01-20250914072817,doe
IE-CAM-O02-axis_deer-001070,2025-09-14T07:58:49,CAM-O02,axis_deer,Axis Deer,0.7591,0.7042,0.9914,0.608,True,BG-CAM-O02-20250914075849,
IE-CAM-T01-white_tailed_deer-002701,2025-09-14T08:27:05,CAM-T01,white_tailed_deer,White-tailed Deer,0.8652,0.8214,0.9555,0.4777,False,BG-CAM-T01-20250914082705,doe
IE-CAM-W01-white_tailed_deer-003298,2025-09-14T09:54:58,CAM-W01,white_tailed_deer,White-tailed Deer,0.9011,0.8642,0.8778,0.4271,False,BG-CAM-W01-20250914095458,doe
IE-CAM-T02-white_tailed_deer-003021,2025-09-14T10:03:50,CAM-T02,white_tailed_deer,White-tailed Deer,0.9422,0.916,0.8685,0.332,False,BG-CAM-T02-20250914100350,doe
IE-CAM-R02-feral_hog-002376,2025-09-14T10:55:25,CAM-R02,feral_hog,Feral Hog,0.8984,0.8609,0.3123,0.5901,True,BG-CAM-R02-20250914105525,
IE-CAM-T01-white_tailed_deer-002702,2025-09-14T14:12:42,CAM-T01,white_tailed_deer,White-tailed Deer,0.9041,0.8678,0.8211,0.4355,False,BG-CAM-T01-20250914141242,doe
IE-CAM-F02-turkey-000527,2025-09-14T14:17:16,CAM-F02,turkey,Wild Turkey,0.8586,0.8138,0.3719,0.6095,True,BG-CAM-F02-20250914141716,
IE-CAM-W01-white_tailed_deer-003299,2025-09-14T16:30:51,CAM-W01,white_tailed_deer,White-tailed Deer,0.9052,0.8692,0.9533,0.3995,False,BG-CAM-W01-20250914163051,buck
IE-CAM-P01-raccoon-001288,2025-09-14T16:34:31,CAM-P01,raccoon,Raccoon,0.8785,0.837,0.278,0.6185,True,BG-CAM-P01-20250914163431,
IE-CAM-F01-white_tailed_deer-000320,2025-09-14T18:09:44,CAM-F01,white_tailed_deer,White-tailed Deer,0.9013,0.8644,0.9985,0.3973,False,BG-CAM-F01-20250914180944,buck
IE-CAM-P03-white_tailed_deer-002046,2025-09-14T19:42:38,CAM-P03,white_tailed_deer,White-tailed Deer,0.8759,0.834,0.9826,0.453,False,BG-CAM-P03-20250914194238,buck
IE-CAM-W02-white_tailed_deer-003565,2025-09-14T20:15:30,CAM-W02,white_tailed_deer,White-tailed Deer,0.9641,0.9454,0.9638,0.2265,False,BG-CAM-W02-20250914201530,buck
IE-CAM-P02-armadillo-001541,2025-09-14T21:22:19,CAM-P02,armadillo,Nine-banded Armadillo,0.8307,0.782,0.7857,0.5577,False,BG-CAM-P02-20250914212219,
IE-CAM-F01-feral_hog-000092,2025-09-14T22:57:13,CAM-F01,feral_hog,Feral Hog,0.9647,0.9462,0.8889,0.2546,False,BG-CAM-F01-20250914225713,
IE-CAM-T01-raccoon-002623,2025-09-14T23:34:27,CAM-T01,raccoon,Raccoon,0.901,0.864,0.9945,0.3989,False,BG-CAM-T01-20250914233427,
IE-CAM-F03-feral_hog-000704,2025-09-15T01:40:15,CAM-F03,feral_hog,Feral Hog,0.9114,0.8768,0.9873,0.3765,False,BG-CAM-F03-20250915014015,
IE-CAM-W01-feral_hog-003147,2025-09-15T01:53:42,CAM-W01,feral_hog,Feral Hog,0.9094,0.8744,0.9779,0.3836,False,BG-CAM-W01-20250915015342,
IE-CAM-P03-armadillo-001784,2025-09-15T02:18:41,CAM-P03,armadillo,Nine-banded Armadillo,0.8601,0.8155,0.9212,0.4927,False,BG-CAM-P03-20250915021841,
IE-CAM-F02-raccoon-000484,2025-09-15T03:49:50,CAM-F02,raccoon,Raccoon,0.9042,0.868,0.666,0.4764,False,BG-CAM-F02-20250915034950,
IE-CAM-P03-white_tailed_deer-002047,2025-09-15T05:27:37,CAM-P03,white_tailed_deer,White-tailed Deer,0.9422,0.916,0.9866,0.2928,False,BG-CAM-P03-20250915052737,doe
IE-CAM-R02-feral_hog-002377,2025-09-15T06:21:07,CAM-R02,feral_hog,Feral Hog,0.8639,0.8199,0.5157,0.5706,False,BG-CAM-R02-20250915062107,
IE-CAM-R01-turkey-002212,2025-09-15T07:32:30,CAM-R01,turkey,Wild Turkey,0.8824,0.8417,0.9943,0.438,False,BG-CAM-R01-20250915073230,
IE-CAM-F01-white_tailed_deer-000321,2025-09-15T07:55:02,CAM-F01,white_tailed_deer,White-tailed Deer,0.8911,0.8521,0.9759,0.4245,False,BG-CAM-F01-20250915075502,buck
IE-CAM-F01-turkey-000235,2025-09-15T08:02:25,CAM-F01,turkey,Wild Turkey,0.9399,0.913,1.0,0.2956,False,BG-CAM-F01-20250915080225,
IE-CAM-P01-turkey-001343,2025-09-15T08:16:05,CAM-P01,turkey,Wild Turkey,0.8475,0.801,0.9981,0.4993,False,BG-CAM-P01-20250915081605,
IE-CAM-W02-white_tailed_deer-003566,2025-09-15T08:35:33,CAM-W02,white_tailed_deer,White-tailed Deer,0.9532,0.9306,0.9495,0.2704,False,BG-CAM-W02-20250915083533,doe
IE-CAM-T02-turkey-002926,2025-09-15T09:19:03,CAM-T02,turkey,Wild Turkey,0.8831,0.8425,0.9559,0.4449,False,BG-CAM-T02-20250915091903,
IE-CAM-F01-white_tailed_deer-000322,2025-09-15T11:00:05,CAM-F01,white_tailed_deer,White-tailed Deer,0.9124,0.8781,0.8083,0.4218,False,BG-CAM-F01-20250915110005,doe
IE-CAM-W02-raccoon-003467,2025-09-15T23:39:22,CAM-W02,raccoon,Raccoon,0.8802,0.839,0.9964,0.4421,False,BG-CAM-W02-20250915233922,
IE-CAM-P03-turkey-001916,2025-09-16T07:20:12,CAM-P03,turkey,Wild Turkey,0.9265,0.8958,0.9885,0.3375,False,BG-CAM-P03-20250916072012,
IE-CAM-W01-axis_deer-003061,2025-09-16T07:38:54,CAM-W01,axis_deer,Axis Deer,0.8383,0.7906,0.9963,0.5137,False,BG-CAM-W01-20250916073854,
IE-CAM-P03-white_tailed_deer-002048,2025-09-16T07:47:53,CAM-P03,white_tailed_deer,White-tailed Deer,0.9071,0.8715,0.9801,0.3885,False,BG-CAM-P03-20250916074753,buck
IE-CAM-P01-cottontail_rabbit-001262,2025-09-16T07:48:35,CAM-P01,cottontail_rabbit,Eastern Cottontail,0.8713,0.8285,0.9597,0.4662,False,BG-CAM-P01-20250916074835,
IE-CAM-P01-turkey-001344,2025-09-16T08:21:29,CAM-P01,turkey,Wild Turkey,0.8851,0.8449,0.9968,0.4321,False,BG-CAM-P01-20250916082129,
IE-CAM-F03-feral_hog-000705,2025-09-16T10:02:09,CAM-F03,feral_hog,Feral Hog,0.8674,0.824,0.3244,0.6142,True,BG-CAM-F03-20250916100209,
IE-CAM-F02-feral_hog-000426,2025-09-16T10:13:23,CAM-F02,feral_hog,Feral Hog,0.9016,0.8648,0.3213,0.5839,False,BG-CAM-F02-20250916101323,
IE-CAM-P01-turkey-001345,2025-09-16T10:28:52,CAM-P01,turkey,Wild Turkey,0.915,0.8813,0.854,0.4037,False,BG-CAM-P01-20250916102852,
IE-CAM-O02-turkey-001147,2025-09-16T10:48:49,CAM-O02,turkey,Wild Turkey,0.8888,0.8493,0.8163,0.4655,False,BG-CAM-O02-20250916104849,
IE-CAM-T02-feral_hog-002859,2025-09-16T11:32:49,CAM-T02,feral_hog,Feral Hog,0.9089,0.8737,0.3073,0.5813,False,BG-CAM-T02-20250916113249,
IE-CAM-F03-feral_hog-000706,2025-09-16T13:56:03,CAM-F03,feral_hog,Feral Hog,0.8782,0.8367,0.3045,0.6108,True,BG-CAM-F03-20250916135603,
IE-CAM-T01-white_tailed_deer-002703,2025-09-16T17:36:39,CAM-T01,white_tailed_deer,White-tailed Deer,0.8634,0.8193,0.9901,0.4743,False,BG-CAM-T01-20250916173639,doe
IE-CAM-F03-feral_hog-000707,2025-09-16T21:36:12,CAM-F03,feral_hog,Feral Hog,0.9362,0.9082,0.7352,0.3916,False,BG-CAM-F03-20250916213612,
IE-CAM-T02-white_tailed_deer-003022,2025-09-16T21:57:43,CAM-T02,white_tailed_deer,White-tailed Deer,0.9213,0.8892,0.8747,0.3835,False,BG-CAM-T02-20250916215743,buck
IE-CAM-O01-armadillo-000937,2025-09-17T01:15:57,CAM-O01,armadillo,Nine-banded Armadillo,0.7976,0.7454,0.9857,0.5691,False,BG-CAM-O01-20250917011557,
IE-CAM-W02-raccoon-003468,2025-09-17T02:37:57,CAM-W02,raccoon,Raccoon,0.9228,0.8911,0.8222,0.3952,False,BG-CAM-W02-20250917023757,
IE-CAM-P01-white_tailed_deer-001464,2025-09-17T05:28:38,CAM-P01,white_tailed_deer,White-tailed Deer,0.9082,0.8729,0.987,0.3841,False,BG-CAM-P01-20250917052838,doe
IE-CAM-P03-coyote-001820,2025-09-17T08:39:45,CAM-P03,coyote,Coyote,0.8752,0.8331,0.9592,0.4592,False,BG-CAM-P03-20250917083945,
IE-CAM-P03-turkey-001917,2025-09-17T08:43:10,CAM-P03,turkey,Wild Turkey,0.8476,0.8011,0.9867,0.5011,False,BG-CAM-P03-20250917084310,
IE-CAM-W02-turkey-003493,2025-09-17T09:24:02,CAM-W02,turkey,Wild Turkey,0.9133,0.8792,0.9503,0.3816,False,BG-CAM-W02-20250917092402,
IE-CAM-P01-turkey-001346,2025-09-17T09:47:27,CAM-P01,turkey,Wild Turkey,0.9344,0.9059,0.9207,0.3365,False,BG-CAM-P01-20250917094727,
IE-CAM-F03-raccoon-000789,2025-09-17T17:01:05,CAM-F03,raccoon,Raccoon,0.8924,0.8536,0.3098,0.5967,True,BG-CAM-F03-20250917170105,
IE-CAM-W02-white_tailed_deer-003567,2025-09-17T18:27:24,CAM-W02,white_tailed_deer,White-tailed Deer,0.9689,0.9521,1.0,0.1923,False,BG-CAM-W02-20250917182724,doe
IE-CAM-T02-white_tailed_deer-003023,2025-09-17T18:49:02,CAM-T02,white_tailed_deer,White-tailed Deer,0.9353,0.907,0.9988,0.3098,False,BG-CAM-T02-20250917184902,doe
IE-CAM-W01-white_tailed_deer-003300,2025-09-17T19:53:32,CAM-W01,white_tailed_deer,White-tailed Deer,0.9522,0.9292,0.977,0.264,False,BG-CAM-W01-20250917195332,buck
IE-CAM-F03-raccoon-000790,2025-09-17T21:02:18,CAM-F03,raccoon,Raccoon,0.8533,0.8076,0.7787,0.5296,False,BG-CAM-F03-20250917210218,
IE-CAM-F03-feral_hog-000708,2025-09-17T21:50:42,CAM-F03,feral_hog,Feral Hog,0.9048,0.8687,0.7635,0.4491,False,BG-CAM-F03-20250917215042,
IE-CAM-T01-armadillo-002531,2025-09-18T00:05:03,CAM-T01,armadillo,Nine-banded Armadillo,0.845,0.7982,0.9956,0.5036,False,BG-CAM-T01-20250918000503,
IE-CAM-T01-armadillo-002532,2025-09-18T01:45:22,CAM-T01,armadillo,Nine-banded Armadillo,0.8648,0.8209,0.9609,0.4774,False,BG-CAM-T01-20250918014522,
IE-CAM-R02-white_tailed_deer-002491,2025-09-18T05:52:12,CAM-R02,white_tailed_deer,White-tailed Deer,0.9269,0.8963,0.9951,0.3346,False,BG-CAM-R02-20250918055212,doe
IE-CAM-P03-white_tailed_deer-002049,2025-09-18T07:44:59,CAM-P03,white_tailed_deer,White-tailed Deer,0.8953,0.8571,0.9816,0.4144,False,BG-CAM-P03-20250918074459,buck
IE-CAM-R02-turkey-002425,2025-09-18T08:35:50,CAM-R02,turkey,Wild Turkey,0.9297,0.8998,0.9912,0.3281,False,BG-CAM-R02-20250918083550,
IE-CAM-P02-white_tailed_deer-001699,2025-09-18T10:55:34,CAM-P02,white_tailed_deer,White-tailed Deer,0.9834,0.973,0.8136,0.2176,False,BG-CAM-P02-20250918105534,doe
IE-CAM-F03-raccoon-000791,2025-09-18T14:23:52,CAM-F03,raccoon,Raccoon,0.8927,0.854,0.1857,0.6387,True,BG-CAM-F03-20250918142352,
IE-CAM-W01-red_fox-003248,2025-09-18T19:57:54,CAM-W01,red_fox,Red Fox,0.8011,0.7492,0.9618,0.5679,False,BG-CAM-W01-20250918195754,
IE-CAM-T01-white_tailed_deer-002704,2025-09-18T20:04:52,CAM-T01,white_tailed_deer,White-tailed Deer,0.8787,0.8373,0.9707,0.4502,False,BG-CAM-T01-20250918200452,buck
IE-CAM-P02-white_tailed_deer-001700,2025-09-18T21:27:45,CAM-P02,white_tailed_deer,White-tailed Deer,0.9401,0.9132,0.9045,0.3261,False,BG-CAM-P02-20250918212745,doe
IE-CAM-W01-feral_hog-003148,2025-09-19T00:19:47,CAM-W01,feral_hog,Feral Hog,0.8612,0.8168,0.9867,0.4787,False,BG-CAM-W01-20250919001947,
IE-CAM-F03-feral_hog-000709,2025-09-19T00:50:56,CAM-F03,feral_hog,Feral Hog,0.8729,0.8304,0.9992,0.4554,False,BG-CAM-F03-20250919005056,
IE-CAM-T01-raccoon-002624,2025-09-19T01:40:11,CAM-T01,raccoon,Raccoon,0.8991,0.8617,0.9228,0.4203,False,BG-CAM-T01-20250919014011,
IE-CAM-W01-feral_hog-003149,2025-09-19T02:03:22,CAM-W01,feral_hog,Feral Hog,0.9031,0.8666,0.969,0.4004,False,BG-CAM-W01-20250919020322,
IE-CAM-R01-raccoon-002182,2025-09-19T03:16:08,CAM-R01,raccoon,Raccoon,0.8863,0.8463,0.7397,0.4879,False,BG-CAM-R01-20250919031608,
IE-CAM-F02-feral_hog-000427,2025-09-19T04:27:08,CAM-F02,feral_hog,Feral Hog,0.8881,0.8485,0.7291,0.4874,False,BG-CAM-F02-20250919042708,
IE-CAM-F02-white_tailed_deer-000604,2025-09-19T05:27:41,CAM-F02,white_tailed_deer,White-tailed Deer,0.919,0.8863,0.9866,0.3578,False,BG-CAM-F02-20250919052741,doe
IE-CAM-O01-raccoon-000981,2025-09-19T06:53:48,CAM-O01,raccoon,Raccoon,0.9356,0.9074,0.3176,0.5465,False,BG-CAM-O01-20250919065348,
IE-CAM-P02-white_tailed_deer-001701,2025-09-19T07:07:35,CAM-P02,white_tailed_deer,White-tailed Deer,0.9229,0.8912,0.9953,0.3453,False,BG-CAM-P02-20250919070735,doe
IE-CAM-R01-white_tailed_deer-002275,2025-09-19T07:18:30,CAM-R01,white_tailed_deer,White-tailed Deer,0.9409,0.9143,0.9922,0.295,False,BG-CAM-R01-20250919071830,buck
IE-CAM-P03-white_tailed_deer-002050,2025-09-19T07:21:00,CAM-P03,white_tailed_deer,White-tailed Deer,0.9456,0.9204,0.9912,0.2808,False,BG-CAM-P03-20250919072100,doe
IE-CAM-P01-turkey-001347,2025-09-19T08:10:41,CAM-P01,turkey,Wild Turkey,0.858,0.8131,0.9993,0.4818,False,BG-CAM-P01-20250919081041,
IE-CAM-P03-white_tailed_deer-002051,2025-09-19T11:21:30,CAM-P03,white_tailed_deer,White-tailed Deer,0.9131,0.8789,0.7861,0.4266,False,BG-CAM-P03-20250919112130,buck
IE-CAM-T02-turkey-002927,2025-09-19T16:40:41,CAM-T02,turkey,Wild Turkey,0.8916,0.8527,0.1712,0.6447,True,BG-CAM-T02-20250919164041,
IE-CAM-W02-feral_hog-003403,2025-09-19T23:05:28,CAM-W02,feral_hog,Feral Hog,0.8778,0.8362,0.9019,0.4663,False,BG-CAM-W02-20250919230528,
IE-CAM-F01-raccoon-000189,2025-09-19T23:39:09,CAM-F01,raccoon,Raccoon,0.8555,0.8102,0.9964,0.4866,False,BG-CAM-F01-20250919233909,
IE-CAM-P01-raccoon-001289,2025-09-19T23:44:02,CAM-P01,raccoon,Raccoon,0.8734,0.831,0.9979,0.4547,False,BG-CAM-P01-20250919234402,
IE-CAM-F01-feral_hog-000093,2025-09-20T01:27:02,CAM-F01,feral_hog,Feral Hog,0.9342,0.9056,0.9942,0.3144,False,BG-CAM-F01-20250920012702,
IE-CAM-F03-feral_hog-000710,2025-09-20T02:04:27,CAM-F03,feral_hog,Feral Hog,0.9069,0.8713,0.968,0.3919,False,BG-CAM-F03-20250920020427,
IE-CAM-P03-armadillo-001785,2025-09-20T04:11:07,CAM-P03,armadillo,Nine-banded Armadillo,0.8796,0.8383,0.7211,0.5029,False,BG-CAM-P03-20250920041107,
IE-CAM-P03-white_tailed_deer-002052,2025-09-20T04:56:18,CAM-P03,white_tailed_deer,White-tailed Deer,0.99,0.983,0.9707,0.1033,False,BG-CAM-P03-20250920045618,buck
IE-CAM-F02-white_tailed_deer-000605,2025-09-20T05:06:16,CAM-F02,white_tailed_deer,White-tailed Deer,0.9673,0.9498,0.9765,0.2089,False,BG-CAM-F02-20250920050616,doe
IE-CAM-O02-raccoon-001126,2025-09-20T05:51:42,CAM-O02,raccoon,Raccoon,0.8927,0.854,0.4131,0.5646,False,BG-CAM-O02-20250920055142,
IE-CAM-P01-turkey-001348,2025-09-20T08:02:28,CAM-P01,turkey,Wild Turkey,0.9028,0.8662,1.0,0.3936,False,BG-CAM-P01-20250920080228,
IE-CAM-F01-white_tailed_deer-000323,2025-09-20T08:03:40,CAM-F01,white_tailed_deer,White-tailed Deer,0.9507,0.9272,0.9713,0.271,False,BG-CAM-F01-20250920080340,doe
IE-CAM-P03-coyote-001821,2025-09-20T09:06:15,CAM-P03,coyote,Coyote,0.8258,0.7765,0.9416,0.5399,False,BG-CAM-P03-20250920090615,
IE-CAM-P01-raccoon-001290,2025-09-20T14:45:59,CAM-P01,raccoon,Raccoon,0.8669,0.8234,0.1953,0.6508,True,BG-CAM-P01-20250920144559,
IE-CAM-O02-cottontail_rabbit-001079,2025-09-20T20:13:27,CAM-O02,cottontail_rabbit,Eastern Cottontail,0.7278,0.6715,0.9315,0.6381,True,BG-CAM-O02-20250920201327,
IE-CAM-F01-white_tailed_deer-000324,2025-09-20T22:04:21,CAM-F01,white_tailed_deer,White-tailed Deer,0.9391,0.9119,0.8675,0.3409,False,BG-CAM-F01-20250920220421,buck
IE-CAM-P02-armadillo-001542,2025-09-20T23:41:16,CAM-P02,armadillo,Nine-banded Armadillo,0.8,0.748,0.9831,0.5666,False,BG-CAM-P02-20250920234116,
IE-CAM-P02-feral_hog-001606,2025-09-21T00:04:08,CAM-P02,feral_hog,Feral Hog,0.9196,0.887,0.9754,0.3595,False,BG-CAM-P02-20250921000408,
IE-CAM-P01-white_tailed_deer-001465,2025-09-21T05:26:32,CAM-P01,white_tailed_deer,White-tailed Deer,0.8637,0.8197,0.9862,0.4744,False,BG-CAM-P01-20250921052632,doe
IE-CAM-W02-coyote-003356,2025-09-21T06:24:49,CAM-W02,coyote,Coyote,0.8747,0.8325,0.9999,0.4519,False,BG-CAM-W02-20250921062449,
IE-CAM-P01-white_tailed_deer-001466,2025-09-21T06:33:42,CAM-P01,white_tailed_deer,White-tailed Deer,0.8957,0.8576,1.0,0.4093,False,BG-CAM-P01-20250921063342,buck
IE-CAM-T02-cottontail_rabbit-002799,2025-09-21T07:13:57,CAM-T02,cottontail_rabbit,Eastern Cottontail,0.8374,0.7895,0.9875,0.5166,False,BG-CAM-T02-20250921071357,
IE-CAM-R02-turkey-002426,2025-09-21T07:20:01,CAM-R02,turkey,Wild Turkey,0.8505,0.8044,0.9885,0.4962,False,BG-CAM-R02-20250921072001,
IE-CAM-P01-white_tailed_deer-001467,2025-09-21T07:42:25,CAM-P01,white_tailed_deer,White-tailed Deer,0.9437,0.9179,0.9826,0.2897,False,BG-CAM-P01-20250921074225,doe
IE-CAM-P03-turkey-001918,2025-09-21T10:01:09,CAM-P03,turkey,Wild Turkey,0.8764,0.8345,0.8998,0.4693,False,BG-CAM-P03-20250921100109,
IE-CAM-P03-turkey-001919,2025-09-21T10:34:13,CAM-P03,turkey,Wild Turkey,0.8948,0.8565,0.843,0.4481,False,BG-CAM-P03-20250921103413,
IE-CAM-P01-turkey-001349,2025-09-21T14:54:03,CAM-P01,turkey,Wild Turkey,0.9098,0.8748,0.3075,0.5803,False,BG-CAM-P01-20250921145403,
IE-CAM-P01-white_tailed_deer-001468,2025-09-21T17:12:10,CAM-P01,white_tailed_deer,White-tailed Deer,0.9351,0.9068,0.9796,0.3162,False,BG-CAM-P01-20250921171210,buck
IE-CAM-P02-white_tailed_deer-001702,2025-09-21T19:02:13,CAM-P02,white_tailed_deer,White-tailed Deer,0.8875,0.8477,0.9965,0.4274,False,BG-CAM-P02-20250921190213,doe
IE-CAM-W01-raccoon-003224,2025-09-21T21:34:37,CAM-W01,raccoon,Raccoon,0.8452,0.7984,0.8439,0.529,False,BG-CAM-W01-20250921213437,
IE-CAM-W01-feral_hog-003150,2025-09-22T01:06:27,CAM-W01,feral_hog,Feral Hog,0.9669,0.9493,0.9997,0.2007,False,BG-CAM-W01-20250922010627,
IE-CAM-R02-feral_hog-002378,2025-09-22T01:31:07,CAM-R02,feral_hog,Feral Hog,0.8825,0.8418,0.9924,0.4383,False,BG-CAM-R02-20250922013107,
IE-CAM-P03-white_tailed_deer-002053,2025-09-22T02:58:26,CAM-P03,white_tailed_deer,White-tailed Deer,0.9291,0.8991,0.8696,0.366,False,BG-CAM-P03-20250922025826,buck
IE-CAM-W02-feral_hog-003404,2025-09-22T03:16:17,CAM-W02,feral_hog,Feral Hog,0.9232,0.8916,0.8667,0.3813,False,BG-CAM-W02-20250922031617,
IE-CAM-P01-raccoon-001291,2025-09-22T04:17:01,CAM-P01,raccoon,Raccoon,0.8504,0.8043,0.6033,0.5671,False,BG-CAM-P01-20250922041701,
IE-CAM-F01-feral_hog-000094,2025-09-22T04:29:00,CAM-F01,feral_hog,Feral Hog,0.8394,0.7918,0.725,0.5573,False,BG-CAM-F01-20250922042900,
IE-CAM-F03-white_tailed_deer-000878,2025-09-22T05:46:20,CAM-F03,white_tailed_deer,White-tailed Deer,0.9,0.8628,0.9934,0.4014,False,BG-CAM-F03-20250922054620,doe
IE-CAM-R02-feral_hog-002379,2025-09-22T06:28:59,CAM-R02,feral_hog,Feral Hog,0.9012,0.8643,0.5048,0.5268,False,BG-CAM-R02-20250922062859,
IE-CAM-R02-coyote-002346,2025-09-22T06:36:21,CAM-R02,coyote,Coyote,0.8437,0.7967,0.9999,0.505,False,BG-CAM-R02-20250922063621,
